,tw_PT_OD,tw_PT_HD,u_PT_OD,u_PT_HD,u_SUM_OD,p_SUM
0,91.97701149425288,31.337142857142858,13.79839042869586,8.662562962856974,14.862304656700758,0.39466917737927565
1,97.92899408284023,45.48823529411764,14.498641375669774,9.36872694370329,15.64675925379357,0.42404389867665104
2,86.6264367816092,43.48295454545455,14.069116996803366,8.936888878038836,15.133717422531964,0.40656987951729
3,114.74566473988439,51.04624277456647,14.610066851160799,9.343072663727545,15.570598626770318,0.4094084941750412
4,94.79545454545455,30.0,13.77518874444923,8.627032138357688,14.675150929062937,0.41227524313757596
5,94.31428571428572,40.77142857142857,14.536933023741879,9.554401460601692,15.78025029730261,0.3739234039281695
6,110.39428571428572,54.61931818181818,15.273981623743387,9.968998258269975,16.254794605793407,0.4011894193042141
7,80.59883720930233,26.660919540229884,13.977208495697575,8.883058516786612,15.138153453651741,0.4282890638460681
8,105.78488372093024,42.10344827586207,15.414576838973778,9.910033591148215,16.073581593147434,0.4813268818701747
9,95.34285714285714,36.98285714285714,14.444945946296967,9.589958632025045,15.696962230630717,0.3859091229220399
10,119.49418604651163,40.05747126436781,14.776624232643744,9.43320084563343,15.806087928092417,0.4273002920413778
11,71.87209302325581,21.522988505747126,13.739570613204068,8.782781407742194,15.106171363764405,0.4122986089805702
12,120.5606936416185,41.10982658959538,15.449115157115907,9.994088243790982,16.14143597947347,0.43477858096159466
13,94.76571428571428,51.645714285714284,14.460125187897692,9.656303056590861,15.770639988529878,0.35166508372227384
14,91.1896551724138,31.488505747126435,13.600601286732855,8.706768521072176,14.911073228052246,0.3559183825438817
15,99.56647398843931,42.8448275862069,13.989882690581966,9.109840708006045,15.103010357514844,0.4347520622713213
16,93.22674418604652,44.76878612716763,14.940729231368008,9.745640190852964,16.0166150941655,0.41907663117024746
17,112.12280701754386,45.21052631578947,15.032011965153362,9.957165145381696,16.080522962867917,0.3975045102022604
18,83.67241379310344,37.52840909090909,13.808535130752842,8.692853986442929,14.830686318814845,0.4279878394080201
19,85.51149425287356,35.497142857142855,13.991377809977179,9.24724143904696,15.447887894795494,0.413644246722356
20,94.89940828402366,32.461988304093566,14.122928908888882,8.916510994871633,15.006230898127829,0.4304767207966139
21,94.82658959537572,44.80346820809248,14.382705954700075,9.309897353666527,15.38412370206576,0.39477423455540167
22,94.86127167630057,33.85549132947977,14.200945857351954,9.312120968917084,15.562370920399166,0.37247073386322244
23,84.01744186046511,27.724137931034484,14.260772911240956,9.063980925035827,15.129552394468002,0.4129880817030403
24,81.80232558139535,26.419540229885058,13.45445254276443,8.519733494854949,14.545889255474863,0.39188240188379453
25,84.71511627906976,35.39306358381503,14.715582352287075,9.487489399096805,15.66630389778507,0.42413787764737076
26,105.2,36.97142857142857,14.857234849560552,9.599779998447108,15.844759787528975,0.4114413196439055
27,99.50857142857143,37.691428571428574,13.684919086899553,8.579138493682786,14.616284949431325,0.4050595909533903
28,79.19318181818181,27.301136363636363,14.382363396556094,9.17303215505308,15.2666291654553,0.3901631581421562
29,93.18285714285715,41.15340909090909,14.374725929755014,9.287394855660525,15.360146695608199,0.4385556802005606
30,92.94219653179191,39.138728323699425,13.856995435744137,9.198705639588773,15.417850099741395,0.36214244677052565
31,84.12571428571428,30.874285714285715,14.482614438275029,9.290531347820814,15.306892089283647,0.4207106131755375
32,82.13953488372093,32.29651162790697,14.432784273441685,9.559756452159489,15.574266902924647,0.39397320867846936
33,96.12209302325581,32.701149425287355,14.224770799861279,9.282791200546276,15.371889968829022,0.42013911013080013
34,74.87931034482759,25.765714285714285,13.981820896530197,8.660839589672868,14.828628902564253,0.4126439922460597
35,82.59537572254335,37.12643678160919,14.096829260908178,9.06099321783383,15.362436334775587,0.38140190030045135
36,74.20114942528735,31.845714285714287,13.603768131609469,8.585753213733788,14.664649669482317,0.4117930771507462
37,88.84795321637426,26.89080459770115,13.793537484286201,9.280906087868393,15.344226599446163,0.37613389028276756
38,87.05142857142857,36.714285714285715,14.002102076368864,9.33192157889273,15.448579939403176,0.37080645552678754
39,103.84023668639053,41.98837209302326,14.935690344322346,9.66755991554595,15.761951664760717,0.4593390367329715
40,88.84971098265896,37.17816091954023,14.612020408861412,9.488475364436518,15.535907466052599,0.39766482887175847
41,99.50867052023122,37.78735632183908,14.19238339157819,9.302871908598839,15.408840887609559,0.4153606882251878
42,88.08620689655173,30.373563218390803,13.726167215596416,8.84443915980702,14.991500092840726,0.37274061582899376
43,95.8728323699422,37.554913294797686,13.971555962306532,9.002942681217588,15.076253808036869,0.40060173024471063
44,102.79545454545455,39.68181818181818,15.112206772258022,9.745609660785298,15.891917371945095,0.44145536155468773
45,91.79069767441861,38.19186046511628,13.846883385790912,9.001308898354827,15.327701616561832,0.37003232627723354
46,89.55747126436782,29.291428571428572,13.886511374457891,8.850131026515463,15.137741767978287,0.3554313135731627
47,95.35057471264368,33.04597701149425,14.781307384734248,9.562361591750006,15.700490532446555,0.43234478305190654
48,118.33720930232558,37.51162790697674,14.902223767271444,9.580346019940476,15.878553176131987,0.4044151251531178
49,82.6046511627907,29.3757225433526,13.718815490802784,8.72912730803154,14.917876777818071,0.4086756237421296
50,92.07428571428571,36.52,14.803349964845017,9.705640817994814,15.824299178505246,0.3906726355893301
51,97.73714285714286,29.548571428571428,14.304896579632553,9.057220456089343,15.286105007075985,0.41913936565143395
52,103.37142857142857,43.23428571428571,14.89636396910488,9.625627492180014,15.836440614595215,0.3851755245301282
53,77.72254335260115,31.63005780346821,14.064750519405608,8.804020893369778,15.115843580882704,0.39036896998432835
54,107.75581395348837,35.820809248554916,14.529810046597056,9.429628996249699,15.472484920756841,0.45595972980425004
55,88.60355029585799,28.31578947368421,13.9038155825652,8.945187385813302,15.183457484001279,0.3847599442499083
56,97.33908045977012,26.385057471264368,14.27450035105876,9.18512042846244,15.168364311687734,0.4064066303350329
57,77.10857142857142,21.69142857142857,14.18810701496845,8.902707677893309,15.09427080030851,0.4193753867296164
58,87.86627906976744,26.988505747126435,13.689296060467735,8.89043453362542,14.8733671141687,0.4370827719011146
59,97.12,31.194285714285716,14.40142047261075,9.146151678143603,15.350464800558816,0.4129735597439729
60,77.11111111111111,21.988372093023255,13.900686141052008,8.813897484649315,15.101990784251672,0.39878875814251896
61,82.14367816091954,34.63793103448276,14.871454414879558,9.526884286851802,15.69329387888934,0.41857073221774344
62,71.23837209302326,25.879310344827587,13.9928725190505,9.046617445498754,15.138936999222118,0.40319229458129313
63,89.68604651162791,36.61271676300578,13.980210660380301,9.064414468817656,15.139471742072397,0.3917941160925991
64,100.25433526011561,29.86705202312139,13.808322809235534,8.793642946657684,15.085113996405676,0.37819067616210367
65,121.21637426900585,44.23837209302326,15.132216867686571,9.900389379540371,15.987816496972203,0.4230963816692619
66,87.17341040462428,29.86857142857143,14.059253964288247,9.139871430774932,15.258089315094894,0.4274339052617315
67,89.6300578034682,35.325714285714284,14.147587902272923,9.350031618995533,15.435416169982169,0.382093887293273
68,88.6896551724138,35.45402298850575,14.594027195181956,9.52472691666516,15.555636029775492,0.39903142002651865
69,116.34302325581395,33.98837209302326,14.420643109120414,9.064132721287343,15.203534160424574,0.4110639794379255
70,103.02857142857142,28.36,14.079191311215826,9.306169382152557,15.678446790282045,0.3416899023683921
71,85.816091954023,34.89080459770115,13.926907845263774,9.097307586406613,15.365189879593578,0.37219244276834385
72,83.60818713450293,33.88953488372093,13.890275560100996,8.97466274627813,15.071925135027765,0.4218257779484991
73,105.82658959537572,39.71264367816092,14.91028225857423,9.818779295423761,16.025586397039852,0.4245076941213804
74,96.75862068965517,35.691428571428574,14.518134956320754,9.335234628771508,15.482512036901005,0.4009003400864931
75,110.8728323699422,37.05172413793103,15.356256567723207,10.132357782768086,16.36236890737268,0.4131223687710667
76,72.49418604651163,29.63005780346821,13.839433397777496,9.034901026719599,15.16012689342326,0.423941629411565
77,108.02890173410404,43.80346820809248,15.037209921591913,9.574475403561072,15.826074102634692,0.4211557834070129
78,110.52023121387283,48.38505747126437,14.409713231348809,9.48785531427755,15.645416726238455,0.3844658634663438
79,88.91907514450867,28.063583815028903,13.663195709545873,8.882769854172443,15.068653235326977,0.36066640007793366
80,108.95402298850574,45.42857142857143,14.4998487753877,9.42061555408457,15.729535819356919,0.38657073135428915
81,92.07602339181287,39.853801169590646,14.624270340544467,9.636766221093218,15.80075513019736,0.3716749837892012
82,96.90229885057471,38.42857142857143,15.068557919870278,9.653027406714505,15.830019100558287,0.4385528381883826
83,85.86206896551724,32.62643678160919,14.680080390886078,9.657017803687863,15.85861657197061,0.39087187781914995
84,114.43604651162791,51.75722543352601,14.789888970501732,9.534394645522303,15.501780916850244,0.4404856346245719
85,89.78857142857143,32.76704545454545,13.980425749555545,8.742195809609155,14.921623785920463,0.4096695941294508
86,104.53714285714285,34.57142857142857,14.56000981823048,9.447812505714268,15.58899467574852,0.40059223449783904
87,99.22093023255815,36.04624277456647,14.12976983800873,9.030354674932674,15.150029000210528,0.39755569008598834
88,100.09248554913295,39.90173410404624,14.468614658944727,9.326790134319815,15.529617157092845,0.4081944124886755
89,97.82285714285715,43.37714285714286,15.040132510203179,9.845861736037914,16.113674858453134,0.39660699613678924
90,91.61271676300578,35.040462427745666,14.212109671364335,9.14695610125865,15.304563952548062,0.3963119739674588
91,82.0,38.63793103448276,14.179176025628667,9.289403466122472,15.350053958543153,0.43435244568668985
92,89.97701149425288,37.05172413793103,14.755875560023602,9.81376782687964,15.965246863361626,0.37913840682726513
93,93.86705202312139,44.38728323699422,14.281407422098184,9.234459995891902,15.213671893424094,0.405793065319219
94,94.816091954023,36.60919540229885,14.691178680860707,9.313474845936845,15.55714736900886,0.4185762639477538
95,99.45664739884393,46.258620689655174,14.014748169238326,8.974993033322837,15.162798698157303,0.3827609589541487
96,107.91907514450867,47.695402298850574,14.896569637391638,9.971838792799124,16.173533346522472,0.3946562762494073
97,96.43023255813954,41.433526011560694,14.645160890891063,9.270778554863403,15.305602205767459,0.4427926843850536
98,107.87647058823529,37.69767441860465,14.674751947554793,9.516974283402526,15.673938707035893,0.43524679546566786
99,112.03468208092485,46.52,14.98010029148174,9.901861627769065,15.886781893041412,0.46498488046832764
